anomaly,z_flag,iso_flag,res_flag,TIT,TAT,TEY,CDP,CO,NOx,TEY_pred,residual
1,0,1,0,1100.0,526.79,165.2,14.102,0.24452,68.694,165.46439277633493,-0.26439277633494385
1,0,1,0,1083.2,549.97,134.12,11.85,0.89264,81.023,133.29269586953444,0.8273041304655635
1,0,1,0,1082.0,549.94,132.7,11.673,1.0481,82.303,130.71671345416505,1.9832865458349431
1,0,1,0,1085.4,550.11,133.45,11.772,0.74785,81.579,132.05847882106633,1.3915211789336581
1,0,1,0,1085.8,549.72,133.69,11.844,0.68593,82.151,132.97998321270035,0.7100167872996508
1,0,1,0,1085.6,550.06,133.68,11.816,0.6525,82.837,132.55945377337216,1.1205462266278516
1,0,1,0,1085.4,549.9,133.69,11.789,0.77359,82.778,132.228560378275,1.4614396217249919
1,0,1,0,1085.8,550.06,133.69,11.761,0.7649,82.335,131.82083506576254,1.8691649342374603
1,0,1,0,1085.5,550.24,133.65,11.733,0.64836,82.377,131.42375122756357,2.226248772436435
1,0,1,0,1084.4,549.88,132.76,11.727,0.6272,82.408,131.30162898065504,1.458371019344952
1,0,1,0,1089.8,540.77,144.56,12.699,0.55501,77.364,145.08780016033816,-0.5278001603381597
1,0,1,0,1100.4,527.78,163.61,14.056,0.051019,66.859,164.3841813276578,-0.7741813276578
1,0,1,0,1100.2,525.8,164.99,14.285,0.69285,67.14,167.6023416938885,-2.6123416938884816
1,0,1,0,1099.6,526.66,164.67,14.166,1.0197,69.001,165.86527149137046,-1.1952714913704767
1,0,1,0,1100.0,527.25,163.96,14.125,1.3279,70.335,165.20041702224773,-1.2404170222477262
1,0,1,0,1099.9,526.59,164.43,14.14,0.17557,66.863,165.315850162208,-0.8858501622079871
1,0,1,0,1083.9,550.34,133.99,11.933,0.92083,85.298,133.7694385367488,0.22056146325121517
1,0,1,0,1085.0,549.77,134.49,11.964,1.187,84.955,134.20162434840563,0.2883756515943787
1,0,1,0,1084.1,549.74,133.72,11.923,1.3783,85.123,133.60112892982565,0.11887107017435028
1,0,1,0,1091.5,536.99,149.68,13.057,1.1073,76.661,149.78613460649524,-0.10613460649523176
1,0,1,0,1088.9,549.98,137.65,12.038,0.99396,83.92,135.26742577538482,2.3825742246151833
1,0,1,0,1083.6,549.86,133.5,11.816,1.0812,84.553,132.0904379736658,1.4095620263342141
1,0,1,0,1085.3,550.06,134.44,11.928,1.0029,84.616,133.65490167163108,0.7850983283689175
1,0,1,0,1085.0,550.02,134.2,11.946,1.0528,83.808,133.80769073477336,0.3923092652266291
1,0,1,0,1084.4,550.03,133.69,11.888,1.0287,82.042,132.92061620059576,0.7693837994042383
1,0,1,0,1084.6,550.03,133.68,11.831,0.94843,82.344,132.117688688942,1.5623113110580107
1,0,1,0,1084.7,549.82,133.69,11.793,1.021,82.386,131.5787807383635,2.1112192616365064
1,0,1,0,1084.5,550.12,133.63,11.716,1.1397,82.603,130.46904050823082,3.1609594917691766
1,0,1,0,1084.3,549.87,133.43,11.759,1.0798,82.399,131.0367681674207,2.3932318325793176
1,0,1,0,1095.9,534.49,154.39,13.427,0.5243,71.349,154.7844594614469,-0.3944594614468997
1,1,1,0,1100.1,525.18,164.52,14.294,0.35867,63.887,167.03507601793024,-2.5150760179302267
1,0,1,0,1100.1,526.68,162.96,14.196,0.47136,66.184,165.43661916415567,-2.4766191641556645
1,0,1,0,1100.2,528.57,161.34,14.091,0.49222,67.861,163.76158860430922,-2.421588604309221
1,0,1,0,1100.3,528.01,161.51,14.136,0.48567,66.557,164.31298510208225,-2.8029851020822605
1,0,1,0,1099.9,528.53,161.46,14.046,0.51512,67.88,163.04830352746876,-1.588303527468753
1,0,1,0,1099.6,528.11,161.87,14.115,0.70325,67.658,164.06080306075646,-2.1908030607564513
1,0,1,0,1099.9,526.84,163.2,14.148,0.74822,60.654,164.55826799247143,-1.3582679924714398
1,0,1,0,1100.3,526.99,163.11,14.221,0.073167,56.377,165.63225467843318,-2.522254678433171
1,0,1,0,1083.8,548.96,135.11,11.937,0.44509,81.613,133.77359355980093,1.3364064401990845
1,0,1,0,1082.5,549.8,133.33,11.787,0.21186,81.806,131.71856504914706,1.6114349508529529
1,0,1,0,1083.3,549.71,134.37,11.825,0.4134,83.598,132.53594865652371,1.8340513434762897
1,0,1,0,1083.5,549.79,134.08,11.775,0.60293,84.423,131.70531776576678,2.3746822342332337
1,0,1,0,1083.5,550.18,133.46,11.682,0.31753,83.032,130.0668404777772,3.393159522222817
1,0,1,0,1082.5,550.04,132.96,11.725,0.5396,84.707,130.62273791666638,2.337262083333627
1,0,1,0,1084.1,549.92,134.35,11.884,0.8023,84.263,133.0580765847705,1.2919234152294905
1,0,1,0,1083.0,549.98,133.67,11.836,1.0618,84.708,132.52399772879505,1.1460022712049351
1,0,1,0,1083.0,549.84,133.67,11.787,0.96692,84.631,132.01143282528528,1.6585671747147046
1,0,1,0,1082.8,550.06,133.68,11.715,0.94812,84.55,131.05687616427963,2.623123835720378
1,0,1,0,1083.5,549.16,134.69,11.799,0.76725,84.277,132.2722088742812,2.417791125718793
1,0,1,0,1100.1,526.13,165.17,14.199,0.21291,66.76,165.99271812319637,-0.8227181231963812
1,1,1,0,1100.0,524.71,165.87,14.276,0.28478,65.495,166.9176398156586,-1.0476398156585844
1,0,1,0,1100.4,526.0,165.2,14.301,0.30938,65.122,167.2000058189886,-2.0000058189885976
1,1,1,0,1100.0,524.69,166.01,14.279,0.4273,66.026,166.9755231761843,-0.9655231761843197
1,0,1,0,1100.0,526.21,164.73,14.177,0.72742,66.369,165.44854023748644,-0.7185402374864509
1,0,1,0,1099.9,525.78,164.42,14.214,0.86749,67.327,165.80089133293706,-1.3808913329370682
1,0,1,0,1099.6,527.61,162.56,14.095,0.52366,69.291,163.7720311074014,-1.2120311074014012
1,0,1,0,1100.1,526.27,163.57,14.168,0.42837,67.311,164.71281682211406,-1.1428168221140709
1,0,1,0,1100.0,526.54,163.75,14.172,0.64247,67.667,164.8727894920632,-1.1227894920631911
1,1,1,0,1100.3,525.02,165.54,14.288,0.82869,65.856,166.70399861099617,-1.163998610996174
1,0,1,0,1100.1,526.64,164.75,14.224,0.40453,64.856,165.8776653735478,-1.1276653735478135
1,1,1,0,1100.0,524.27,166.23,14.37,0.18232,63.19,168.04842372304046,-1.8184237230404676
1,1,1,0,1100.2,524.53,166.31,14.364,0.19051,62.88,168.05884182382098,-1.7488418238209817
1,0,1,0,1085.2,549.55,135.94,11.839,0.56878,81.787,132.31430835334163,3.6256916466583675
1,0,1,0,1083.7,550.02,133.39,11.81,0.55026,82.66,131.9115243036876,1.4784756963123868
1,0,1,0,1079.2,550.03,129.39,11.652,0.78055,83.35,129.71769894098006,-0.3276989409800706
1,0,1,0,1081.8,550.26,131.25,11.748,0.4963,82.267,131.0602325462176,0.18976745378239457
1,0,1,0,1086.2,549.92,134.68,11.891,0.5529,82.439,133.127161584914,1.5528384150860006
1,0,1,0,1086.7,549.92,134.64,11.93,0.80307,83.672,133.71031462852764,0.9296853714723454
1,0,1,0,1085.9,549.96,133.69,11.888,0.87729,84.34,133.03077092147657,0.659229078523424
1,0,1,0,1086.0,550.03,133.67,11.782,0.91205,85.008,131.46879531827207,2.2012046817279156
1,0,1,0,1088.6,540.97,142.94,12.639,0.75338,77.035,143.64358493349505,-0.7035849334950512
1,0,1,0,1100.2,527.88,164.51,13.989,0.21314,62.508,162.8707200492351,1.6392799507648874
1,0,1,0,1099.9,526.79,164.8,14.169,0.26682,62.295,165.34318963718414,-0.5431896371841276
1,0,1,0,1100.1,526.12,164.56,14.21,0.45902,71.277,165.6105429802476,-1.0505429802475987
1,0,1,0,1100.3,526.22,162.97,14.273,0.70367,63.0,166.0742141470843,-3.104214147084292
1,0,1,0,1100.1,528.13,161.45,14.061,0.47882,63.865,162.7144498119924,-1.2644498119924208
1,0,1,0,1100.0,529.62,159.84,13.924,0.76105,65.579,160.6159289388754,-0.7759289388754098
1,0,1,0,1099.8,527.36,161.38,14.078,0.72125,65.123,162.70591253536747,-1.325912535367479
1,0,1,0,1100.0,528.41,160.7,14.137,0.62048,65.75,163.45062512017702,-2.750625120177034
1,0,1,0,1100.0,527.86,161.7,14.062,0.35877,63.759,162.43732396287714,-0.7373239628771557
1,0,1,0,1099.7,528.3,162.39,14.0,0.40253,63.718,161.87215594591373,0.5178440540862539
1,0,1,0,1099.9,525.95,164.05,14.201,0.38365,61.525,165.00922716513514,-0.9592271651351325
1,1,1,0,1100.1,525.48,165.26,14.35,0.1831,61.136,167.38318832037356,-2.123188320373572
1,0,1,0,1085.0,549.87,133.63,11.809,0.39318,83.742,132.04016730665927,1.5898326933407247
1,0,1,0,1084.1,550.09,132.46,11.691,0.40078,83.12,130.34742812601698,2.112571873983029
1,0,1,0,1085.7,550.11,133.68,11.742,0.23094,81.935,131.0269139215222,2.6530860784777985
1,0,1,0,1086.0,549.91,133.68,11.792,0.26808,82.035,131.70565144597,1.9743485540300014
1,0,1,0,1086.2,549.94,133.67,11.843,0.48698,81.863,132.35615249058662,1.313847509413364
1,0,1,0,1086.4,549.8,133.68,11.894,0.50802,82.024,132.98348004785947,0.6965199521405339
1,0,1,0,1086.6,550.14,133.67,11.885,0.51249,81.838,132.7101395631351,0.9598604368648864
1,0,1,0,1087.1,549.78,133.67,11.831,0.50862,82.043,131.82758701877682,1.8424129812231627
1,1,1,0,1099.7,523.64,165.53,14.29,0.26595,60.702,166.7143768119602,-1.1843768119601918
1,1,1,0,1100.2,524.57,165.05,14.35,0.36809,61.253,167.44502482842526,-2.3950248284252496
1,0,1,0,1099.9,526.7,162.46,14.176,0.64614,63.212,164.69072953824667,-2.2307295382466634
1,0,1,0,1100.1,529.12,160.38,14.129,0.39597,63.876,163.6745619647938,-3.2945619647938145
1,0,1,0,1100.0,528.08,160.99,14.06,0.65126,65.039,162.5689907438603,-1.5789907438602881
1,0,1,0,1100.0,529.14,160.39,13.979,0.80181,66.025,161.3813320967201,-0.9913320967201003
1,0,1,0,1100.0,527.76,161.21,14.056,0.69011,64.76,162.5376914153257,-1.3276914153256882
1,0,1,0,1099.9,527.36,162.39,14.059,0.26813,62.916,162.82592572473305,-0.43592572473306745
1,0,1,0,1100.5,527.82,162.77,14.052,0.1181,62.066,162.91936489793227,-0.1493648979322586
1,0,1,0,1096.9,529.64,161.45,13.822,0.18008,67.245,160.93523369190382,0.5147663080961706
1,0,1,0,1085.3,549.99,134.67,11.826,0.84655,83.784,132.64768043497796,2.0223195650220305
1,0,1,0,1086.1,549.77,134.67,11.99,0.69797,85.327,135.05119819589018,-0.38119819589019244
1,0,1,0,1085.9,550.0,134.19,11.921,0.70538,83.13,134.01411085303693,0.17588914696307256
1,0,1,0,1085.6,550.18,133.67,11.854,0.6526,82.13,132.94619282706142,0.7238071729385638
1,0,1,0,1085.5,550.21,133.67,11.872,0.55639,82.267,133.14782808649477,0.5221719135052183
1,0,1,0,1085.9,550.39,133.66,11.88,0.61335,82.381,133.22390400858217,0.4360959914178295
1,0,1,0,1085.9,550.32,133.68,11.885,0.72324,82.717,133.2253538007352,0.45464619926480054
1,0,1,0,1085.8,550.21,133.67,11.89,0.63502,82.069,133.20842092502335,0.4615790749766404
1,0,1,0,1086.3,550.09,133.67,11.867,0.7616,82.23,132.69673147943385,0.9732685205661369
1,0,1,0,1094.1,533.76,152.15,13.377,0.66976,70.248,153.8397389366829,-1.689738936682886
1,0,1,0,1100.2,529.29,161.03,13.981,0.54997,65.812,162.14814609047372,-1.118146090473715
1,0,1,0,1090.4,542.73,142.62,12.582,0.64332,73.211,141.78522369484318,0.8347763051568222
1,0,1,0,1085.0,550.08,132.75,11.916,1.2855,77.391,132.10994340550857,0.6400565944914263
1,0,1,0,1085.0,549.86,132.71,11.871,1.53,77.565,131.44979587653813,1.2602041234618753
1,0,1,0,1084.8,549.62,132.7,11.843,1.5976,76.599,131.08616892262887,1.6138310773711169
1,0,1,0,1089.3,543.22,141.2,12.554,0.55388,73.529,141.28705841742124,-0.08705841742124676
1,0,1,0,1099.8,528.97,161.03,13.863,0.10235,63.615,160.06556641686427,0.9644335831357296
1,0,1,0,1100.0,528.24,162.07,14.049,0.24933,63.57,162.87029326833488,-0.8002932683348831
1,0,1,0,1100.4,526.67,163.04,14.231,0.2304,63.187,165.65383055265576,-2.61383055265577
1,0,1,0,1099.7,527.54,163.13,14.171,0.060484,63.294,164.80423940526902,-1.6742394052690202
1,0,1,0,1100.3,527.23,163.22,14.188,0.10284,62.395,165.1146561875303,-1.8946561875303018
1,0,1,0,1088.3,543.65,141.54,12.422,0.66276,73.833,140.00340272358926,1.5365972764107312
1,0,1,0,1084.5,549.81,133.72,11.756,0.90164,78.81,130.58479238837998,3.135207611620018
1,0,1,0,1083.6,550.07,133.68,11.773,0.94351,79.818,130.9666058441258,2.713394155874198
1,0,1,0,1083.4,549.85,133.68,11.781,0.95038,79.632,131.2518249585462,2.4281750414538124
1,0,1,0,1083.6,550.06,133.65,11.749,0.90212,80.996,131.0293481342825,2.6206518657175195
1,0,1,0,1083.5,550.03,133.68,11.684,0.90758,81.695,130.19860190959065,3.481398090409357
1,0,1,0,1082.9,549.86,133.66,11.625,0.73845,82.395,129.3932129081894,4.266787091810585
1,0,1,0,1085.7,549.84,135.86,11.829,0.48045,81.7,132.34884902084775,3.511150979152262
1,0,1,0,1099.9,527.26,163.42,14.109,0.22317,67.683,164.27965904012166,-0.8596590401216702
1,0,1,0,1100.0,529.09,159.85,13.982,0.58427,63.733,161.47086236327806,-1.6208623632780643
1,0,1,0,1100.0,530.33,159.23,13.898,0.45382,64.144,160.29679577693483,-1.066795776934839
1,0,1,0,1099.9,529.32,159.51,13.963,0.48485,63.126,161.15707638320862,-1.6470763832086277
1,0,1,0,1100.0,530.5,158.78,13.886,0.606,63.205,159.94919616378462,-1.169196163784619
1,0,1,0,1100.1,528.65,160.33,13.985,0.35112,63.31,161.34111105633212,-1.011111056332112
1,0,1,0,1100.0,529.47,160.64,13.966,0.39113,63.916,161.2293697808393,-0.5893697808393199
1,0,1,0,1100.0,526.92,162.92,14.145,0.34812,63.306,164.00497271807222,-1.0849727180722368
1,0,1,0,1100.2,527.4,163.17,14.142,0.31793,63.764,164.31666019969163,-1.1466601996916381
1,0,1,0,1100.3,526.04,164.27,14.256,0.28585,62.054,166.18447724238328,-1.9144772423832705
1,0,1,0,1099.9,525.88,164.78,14.262,0.042178,61.785,166.4382536719275,-1.658253671927497
1,0,1,0,1096.3,531.58,157.74,13.543,0.075581,67.095,156.33308960431026,1.4069103956897493
1,0,1,0,1085.0,549.87,134.33,11.9,0.71929,79.709,132.77738880402035,1.5526111959796651
1,0,1,0,1084.3,550.17,133.7,11.821,0.74741,79.63,131.5489884467015,2.1510115532985026
1,0,1,0,1084.0,550.0,133.7,11.794,0.76143,79.456,131.19648268013754,2.5035173198624534
1,0,1,0,1084.2,549.79,133.69,11.801,0.94791,76.977,131.32089106257555,2.3691089374244427
1,0,1,0,1084.6,550.1,133.7,11.799,1.228,78.657,131.32226255619412,2.37773744380587
1,0,1,0,1084.1,550.02,133.66,11.766,1.3051,79.917,130.88359246123636,2.7764075387636353
1,0,1,0,1084.4,550.15,133.87,11.832,1.2658,79.391,131.82036482532303,2.049635174676979
1,0,1,0,1093.6,533.46,153.35,13.374,0.86745,66.676,153.7770145938849,-0.4270145938849055
1,0,1,0,1100.1,529.48,161.54,13.939,0.38971,64.18,161.74917801528738,-0.20917801528739233
1,0,1,0,1100.0,528.55,160.91,14.015,0.45075,64.45,162.57517742449238,-1.6651774244923843
1,0,1,0,1100.2,530.17,159.21,13.959,0.85709,65.438,161.5316978461271,-2.32169784612708
1,0,1,0,1100.3,529.86,159.13,13.975,0.55692,64.506,161.63764773138945,-2.5076477313894543
1,0,1,0,1100.4,530.93,158.39,13.922,0.35207,66.333,160.78236834392197,-2.392368343921987
1,0,1,0,1100.3,529.97,158.97,13.992,0.34776,66.272,161.81040570152282,-2.840405701522826
1,0,1,0,1100.1,530.61,158.54,13.94,0.33955,66.374,161.04449383500224,-2.5044938350022505
1,0,1,0,1100.3,529.17,159.89,14.057,0.35361,64.699,162.6502447992935,-2.7602447992935026
1,0,1,0,1100.1,531.41,159.04,13.697,0.23169,66.524,157.62416085639447,1.415839143605524
1,0,1,0,1100.4,527.98,162.75,14.152,0.020174,63.831,164.82067904532795,-2.0706790453279496
1,0,1,0,1100.1,526.43,164.15,14.275,0.023605,63.326,166.73626033819758,-2.586260338197576
1,0,1,0,1089.2,539.82,146.5,12.76,0.37721,73.106,145.57942323780145,0.9205767621985501
1,0,1,0,1082.2,550.24,133.08,11.588,0.90495,80.614,129.02195980762252,4.05804019237749
1,0,1,0,1084.9,550.41,134.67,11.766,0.77553,80.582,131.64809527991622,3.021904720083768
1,0,1,0,1085.2,549.94,134.67,11.852,0.61756,79.886,132.9737095513973,1.6962904486026957
1,0,1,0,1085.6,549.95,134.67,11.844,0.51458,79.413,132.79737393456583,1.8726260654341615
1,0,1,0,1085.5,549.94,134.68,11.814,0.67269,80.941,132.422756541046,2.257243458954008
1,0,1,0,1085.0,550.05,134.58,11.727,0.47397,80.911,131.22666247870745,3.353337521292559
1,0,1,0,1085.6,548.98,135.52,11.962,0.51377,80.74,134.6079140376935,0.9120859623065201
1,0,1,0,1100.0,528.58,161.49,14.063,0.26085,65.319,163.89801748587325,-2.408017485873245
1,0,1,0,1100.3,530.54,160.43,14.033,0.82092,67.597,163.05543503015508,-2.6254350301550744
1,0,1,0,1100.1,529.53,160.35,13.958,0.83822,66.484,161.84526846279067,-1.4952684627906763
1,0,1,0,1100.1,531.33,158.55,13.834,0.20358,68.517,159.87275249869674,-1.3227524986967296
1,0,1,0,1100.2,530.34,159.06,13.919,0.6306,68.443,160.9445559868678,-1.8845559868678095
1,0,1,0,1100.1,531.17,158.14,13.819,0.74236,70.953,159.40493170170652,-1.26493170170653
1,0,1,0,1100.0,530.43,159.06,13.859,0.65297,67.868,160.00927452488068,-0.9492745248806784
1,0,1,0,1100.0,530.84,159.65,13.731,0.31667,64.596,158.24301251549565,1.4069874845043557
1,0,1,0,1100.0,529.96,160.43,13.972,0.13374,65.317,161.7592316521169,-1.3292316521169028
1,0,1,0,1100.0,527.31,162.99,14.111,0.017149,64.401,164.31853838602882,-1.3285383860288107
1,0,1,0,1100.3,528.13,162.49,14.114,0.11758,64.67,164.44583299359914,-1.955832993599131
1,0,1,0,1100.0,527.24,163.01,14.139,0.10045,64.716,164.88072792277217,-1.8707279227721756
1,0,1,0,1099.9,528.35,162.84,14.024,0.036721,64.982,163.36650885058702,-0.526508850587021
1,0,1,0,1084.4,549.69,134.32,11.833,0.6949,77.36,132.21714426481927,2.102855735180725
1,0,1,0,1084.1,549.76,133.69,11.774,0.67257,77.136,131.43812976509503,2.2518702349049704
1,0,1,0,1084.0,550.06,133.69,11.787,0.49857,77.147,131.62984181368682,2.060158186313174
1,0,1,0,1084.4,550.01,133.69,11.782,0.50519,76.842,131.55973628577226,2.1302637142277376
1,0,1,0,1084.2,549.95,133.68,11.792,0.52051,77.433,131.70057572013286,1.9794242798671462
1,0,1,0,1084.3,549.96,133.69,11.747,0.82177,77.13,131.0531356523752,2.636864347624794
1,0,1,0,1084.3,550.17,133.59,11.664,0.82386,77.176,129.87108254137783,3.7189174586221725
1,0,1,0,1086.6,549.95,135.59,11.876,0.59584,77.117,132.82004212095347,2.7699578790465296
1,0,1,0,1094.1,532.03,154.75,13.534,0.51656,67.642,156.36247406526186,-1.612474065261864
1,0,1,0,1099.8,529.86,161.0,14.01,0.28693,65.243,162.98310363414615,-1.983103634146147
1,0,1,0,1100.1,529.68,160.11,13.997,0.41931,65.506,162.45638044484568,-2.346380444845664
1,0,1,0,1100.1,531.42,158.98,13.841,0.66097,68.377,160.11675926723527,-1.136759267235277
1,0,1,0,1100.2,530.75,158.95,13.926,0.87277,67.356,161.26144176218847,-2.3114417621884797
1,0,1,0,1100.2,531.6,158.46,13.858,0.31279,66.588,160.31380068812024,-1.8538006881202307
1,0,1,0,1100.3,530.81,158.85,13.944,0.40233,66.051,161.58204877232953,-2.7320487723295344
1,0,1,0,1100.0,531.81,158.42,13.785,0.36701,66.261,159.35226732821047,-0.9322673282104859
1,0,1,0,1100.3,530.62,159.53,13.938,0.45244,66.472,161.55515190668686,-2.025151906686858
1,0,1,0,1100.1,530.53,160.1,13.921,0.13127,61.352,161.45507779950827,-1.3550777995082797
1,0,1,0,1100.0,528.2,161.75,14.084,0.30978,66.706,163.84003035733514,-2.090030357335138
1,0,1,0,1100.2,530.23,160.76,13.929,0.19093,67.022,161.7055170046388,-0.9455170046388162
1,0,1,0,1100.1,529.32,161.37,14.018,0.22,66.617,162.96368199169967,-1.5936819916996683
1,0,1,0,1100.1,529.86,161.19,14.06,0.00038751,65.63,163.59896262872752,-2.4089626287275223
1,0,1,0,1100.0,529.63,161.32,13.932,0.075924,65.546,161.8533354590516,-0.5333354590516137
1,0,1,0,1092.8,538.75,148.89,12.953,0.28048,70.347,147.89365906037875,0.9963409396212342
1,0,1,0,1084.8,550.09,133.9,11.803,0.65161,75.08,131.5188768459161,2.3811231540838946
